Posterior Heading,Desired Heading,Heading Error,Absolute Heading Error,Average Heading Error
205.2837982,204.9333344,-0.350463867,0.350463867,
205.2837982,204.9978027,-0.285995483,0.285995483,
205.0723267,204.7742767,-0.298049927,0.298049927,
205.0335388,204.6810913,-0.35244751,0.35244751,
205.0335388,204.5295105,-0.50402832,0.50402832,
204.8878937,204.6138153,-0.274078369,0.274078369,
204.8878937,204.3183899,-0.569503784,0.569503784,
204.7396698,203.772049,-0.96762085,0.96762085,
204.4559174,204.486969,0.031051636,0.031051636,
204.3023834,204.0745239,-0.227859497,0.227859497,
204.3023834,204.1312408,-0.171142578,0.171142578,
204.3067017,204.9832306,0.676528931,0.676528931,
204.3067017,204.4367218,0.130020142,0.130020142,
204.5023041,203.9294891,-0.572814941,0.572814941,
204.4208221,203.9572296,-0.463592529,0.463592529,
204.4208221,203.7730255,-0.647796631,0.647796631,
204.2832336,203.9108887,-0.372344971,0.372344971,
204.2832336,203.9322205,-0.351013184,0.351013184,
204.1602173,204.1047516,-0.055465698,0.055465698,
204.0873718,204.1916351,0.104263306,0.104263306,
204.0873718,204.832489,0.745117188,0.745117188,
204.1301422,204.8968658,0.766723633,0.766723633,
204.1301422,204.8968048,0.766662598,0.766662598,
204.3918304,204.6381378,0.246307373,0.246307373,
204.3918304,204.3453979,-0.046432495,0.046432495,
204.550827,204.766571,0.215744019,0.215744019,
204.550827,204.9295502,0.378723145,0.378723145,
204.5904236,204.3783875,-0.212036133,0.212036133,
204.5904236,204.8730621,0.28263855,0.28263855,
204.6221161,205.7817383,1.159622192,1.159622192,
204.8450928,205.824707,0.979614258,0.979614258,
204.8450928,206.4673615,1.622268677,1.622268677,
205.216568,206.4368744,1.220306396,1.220306396,
205.216568,206.4314575,1.214889526,1.214889526,
205.5938568,206.1216888,0.527832031,0.527832031,
205.800827,206.0030518,0.202224731,0.202224731,
205.800827,205.5617981,-0.239028931,0.239028931,
205.8122101,205.4102631,-0.401947021,0.401947021,
205.8122101,205.0800934,-0.732116699,0.732116699,
205.6835632,204.9285126,-0.755050659,0.755050659,
205.6835632,204.7384644,-0.945098877,0.945098877,
205.4333801,204.9672241,-0.466156006,0.466156006,
205.4333801,204.8400421,-0.593338013,0.593338013,
205.255722,205.0344696,-0.221252441,0.221252441,
205.255722,205.0841675,-0.171554565,0.171554565,
205.1460114,205.1340485,-0.011962891,0.011962891,
205.1460114,205.0358124,-0.110198975,0.110198975,
205.1238403,204.9876251,-0.13621521,0.13621521,
205.0707092,204.9269409,-0.143768311,0.143768311,
205.0707092,205.0763092,0.005599976,0.005599976,
205.0105591,205.3785248,0.367965698,0.367965698,
205.0105591,205.3891144,0.378555298,0.378555298,
205.1595612,205.3447266,0.185165405,0.185165405,
205.213623,205.1010437,-0.112579346,0.112579346,
205.213623,204.5345917,-0.679031372,0.679031372,
205.2213745,204.4740295,-0.747344971,0.747344971,
